"ENTITY_CD","ENTITY_NAME","YEAR","PK12 Enrollment","SWD Enrollment","Special Education Expenditures","Special Education Expenditures/Pupil","Total Expenditures","General Education Expenditures","General Education Expenditures/Pupil"
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT","2023-24",2895,361,8043102.48,22280.0622714681,60282508.86,52239406.38,18044.6999585492
"141501060000","GRAND ISLAND CSD","2024-25",2829,372,10630874.35,28577.6192204301,64596243.3,53965368.95,19075.7755213856
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT","2018-19",3490,511,8708144.47,17041.3786105675,58553410.99,49845266.52,14282.3113237822
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT","2019-20",3470,574,7468845.92,13011.9266898955,59255306.51,51786460.59,14924.0520432277
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT","2020-21",3350,549,9514016,17329.7194899818,60311481,50797465,15163.4223880597
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT","2021-22",3329,542,8312110,15335.9963099631,64037609,55725499,16739.4109342145
"141601060000","HAMBURG CSD","2022-23",3333,585,8471230.07,14480.7351623932,67457314.32,58986084.25,17697.5950345034
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT","2023-24",3341,644,896486.18,1392.05928571429,59228675.42,58332189.24,17459.499922179
"141601060000","HAMBURG CSD","2024-25",3295,625,0,0,74401901.43,74401901.43,22580.2432261002
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT","2018-19",4802,815,7558460.34,9274.18446625767,68565236.66,61006776.32,12704.4515451895
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT","2019-20",4683,799,11351964.45,14207.7152065081,69750968.59,58399004.14,12470.4258253256
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT","2020-21",4588,766,11356133.85,14825.2400130548,70497286.85,59141153,12890.3995204882
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT","2021-22",4578,785,11979597,15260.6331210191,79788767,67809170,14811.9637396243
"141604060000","FRONTIER CSD","2022-23",4580,786,4681908.09,5956.62606870229,81256452.68,76574544.59,16719.3328799127
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT","2023-24",4594,824,7641863,9274.10558252427,97384879.63,89743016.63,19534.8316565085
"141604060000","FRONTIER CSD","2024-25",4474,840,12524978.22,14910.6883571429,106586837.88,94061859.66,21024.1081046044
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT","2018-19",900,150,1140069.26,7600.46173333333,15856663.88,14716594.62,16351.7718
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT","2019-20",865,143,2198337.67,15372.9906993007,15740048.23,13541710.56,15655.156716763
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT","2020-21",790,128,2425919.94,18952.49953125,16269359.22,13843439.28,17523.3408607595
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT","2021-22",763,123,1834452,14914.243902439,17768934,15934482,20883.9868938401
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT","2023-24",732,125,2244712.41,17957.69928,17748650.03,15503937.62,21180.2426502732
"141701040000","HOLLAND CSD","2024-25",737,129,3089413.24,23948.9398449612,21181887.89,18092474.65,24548.8122795115
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT","2018-19",1996,330,6720914.63,20366.407969697,39460637.4,32739722.77,16402.6667184369
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT","2019-20",1883,351,5314311.14,15140.4875783476,32724343.09,27410031.95,14556.5756505576
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT","2020-21",1865,303,5839136.99,19271.0791749175,36976663.66,31137526.67,16695.7247560322
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT","2021-22",1862,286,5797089,20269.541958042,39835304,34038215,18280.4591836735
"141800010000","LACKAWANNA CITY SD","2022-23",1884,319,6295043.67,19733.6792163009,44853440.35,38558396.68,20466.2402760085
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT","2023-24",2150,375,6921183,18456.488,57067709.53,50146526.53,23323.965827907
"141800010000","LACKAWANNA CITY SD","2024-25",2094,386,6298310,16316.8652849741,63655056.97,57356746.97,27390.9966427889
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT","2018-19",5773,951,11048036.79,11617.2836908517,85764473.55,74716436.76,12942.3933414169
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT","2019-20",5631,952,7139356.83,7499.3244012605,79622892.28,72483535.45,12872.2314775351
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT","2020-21",5427,932,7761643.04,8327.94317596567,83376481.84,75614838.8,13933.0825133591
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT","2021-22",5341,963,8552124,8880.71028037383,88067437,79515313,14887.7200898708
"141901060000","LANCASTER CSD","2022-23",5347,1012,10760192.63,10632.6014130435,94362893.75,83602701.12,15635.4406433514
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT","2023-24",5493,971,14057150.46,14476.9829660144,113009055.4,98951904.94,18014.1825851083
"141901060000","LANCASTER CSD","2024-25",5321,954,10293114.2,10789.4278825996,110635585.39,100342471.19,18857.8220616425
"142101040000","AKRON CENTRAL SCHOOL DISTRICT","2018-19",1388,165,11621855,70435.4848484848,24962146,13340291,9611.16066282421
"142101040000","AKRON CENTRAL SCHOOL DISTRICT","2019-20",1361,167,2711391.92,16235.879760479,23889032.51,21177640.59,15560.3531153564
"142101040000","AKRON CENTRAL SCHOOL DISTRICT","2020-21",1262,157,2355366.67,15002.335477707,24157890.77,21802524.1,17276.168066561
"142101040000","AKRON CENTRAL SCHOOL DISTRICT","2021-22",1287,170,2307398,13572.9294117647,25419033,23111635,17957.7583527584
"142101040000","AKRON CSD","2022-23",1257,180,2177128.26,12095.157,27493195.66,25316067.4,20140.0695306285
"142101040000","AKRON CENTRAL SCHOOL DISTRICT","2023-24",1230,167,3536317.11,21175.5515568862,31048874,27512556.89,22367.9324308943
"142101040000","AKRON CSD","2024-25",1210,177,3380495.65,19098.845480226,31676070.6,28295574.95,23384.7726859504
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT","2018-19",597,95,2003332.47,21087.7102105263,12293015.07,10289682.6,17235.6492462312
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT","2019-20",580,95,1422957,14978.4947368421,12301423.58,10878466.58,18755.976862069
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT","2020-21",538,81,1351681,16687.4197530864,11238631.58,9886950.58,18377.2315613383
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT","2021-22",547,87,1905078,21897.4482758621,13691895,11786817,21548.1115173675
"142201040000","NORTH COLLINS CSD","2022-23",556,82,1840215,22441.6463414634,14079169,12238954,22012.5071942446
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT","2023-24",561,98,2879673.48,29384.4232653061,15743425.38,12863751.9,22930.0390374332
"142201040000","NORTH COLLINS CSD","2024-25",553,97,3432224.4,35383.7567010309,17087001.56,13654777.16,24692.1829294756
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT","2018-19",4759,699,12814433.26,18332.522546495,87264967.05,74450533.79,15644.1550304686
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT","2019-20",4685,718,10868482,15137.1615598886,85696510,74828028,15971.8309498399
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT","2020-21",4605,735,10965599,14919.1823129252,88860275,77894676,16915.2390879479
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT","2021-22",4707,716,10979813,15334.9343575419,93213834,82234021,17470.5801997026
"142301060000","ORCHARD PARK CSD","2022-23",4748,686,12993916,18941.5685131195,100550960,87557044,18440.8264532435
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT","2023-24",4847,728,17895272.35,24581.4180631868,115354582.36,97459310.01,20107.140501341
"142301060000","ORCHARD PARK CSD","2024-25",4769,760,18492192.76,24331.8325789474,120209056.58,101716863.82,21328.7615474942
"142500010000","TONAWANDA CITY SCHOOL DISTRICT","2018-19",1791,245,2098037.5,8563.41836734694,28143710.62,26045673.12,14542.5310552764
"142500010000","TONAWANDA CITY SCHOOL DISTRICT","2019-20",1769,260,2344217.74,9016.22207692308,28549538.21,26205320.47,14813.6350876201
"142500010000","TONAWANDA CITY SCHOOL DISTRICT","2020-21",1712,260,2186620.21,8410.07773076923,28116530.16,25929909.95,15145.9754380841
"142500010000","TONAWANDA CITY SCHOOL DISTRICT","2021-22",1683,256,2518450,9837.6953125,29398405,26879955,15971.4527629234
"142500010000","TONAWANDA CITY SD","2022-23",1681,245,2287493.68,9336.70889795918,31254724.99,28967231.31,17232.1423616895
"142500010000","TONAWANDA CITY SCHOOL DISTRICT","2023-24",1738,249,3119466.99,12527.9798795181,35634037.1,32514570.11,18708.0380379747
"142500010000","TONAWANDA CITY SD","2024-25",1676,251,2937472.93,11703.0794023904,38001895.87,35064422.94,20921.4934009547
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","2018-19",6852,1269,12474628.87,9830.28279747833,133525997.05,121051368.18,17666.5744570928
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","2019-20",6648,1274,13501257,10597.532967033,132615224,119113967,17917.263387485
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","2021-22",6161,1117,14665406,13129.2802148612,152309181,137643775,22341.1418600876
"142601030000","KENMORE-TONAWANDA UFSD","2022-23",6270,1129,20290049,17971.6997342781,159329268,139039219,22175.3140350877
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","2023-24",6593,1150,24900770,21652.8434782609,164822319,139921549,21222.7436675262
"142601030000","KENMORE-TONAWANDA UFSD","2024-25",6301,1214,26339189,21696.2018121911,167947094,141607905,22473.87795588
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT","2018-19",6550,966,11845460,12262.380952381,100762832,88917372,13575.1712977099
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT","2019-20",6322,1007,10642604.21,10568.6238430983,103641573.01,92998968.8,14710.3715279975
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT","2020-21",6055,1031,10850409.84,10524.1608535403,107226174.37,96375764.53,15916.7241172585
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT","2021-22",6062,1116,13469999,12069.8915770609,114217456,100747457,16619.5079181788
"142801060000","WEST SENECA CSD","2022-23",6021,1124,18104470,16107.1797153025,120395817,102291347,16989.0959973426
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT","2023-24",6114,1139,20135802.28,17678.49190518,141692553.28,121556751,19881.7060843965
"142801060000","WEST SENECA CSD","2024-25",5871,1098,15752853.44,14346.8610564663,143356724.65,127603871.21,21734.6058950775
"150203040000","CROWN POINT CENTRAL SCHOOL DISTRICT","2018-19",291,48,907914,18914.875,8296701,7388787,25391.0206185567
"150203040000","CROWN POINT CENTRAL SCHOOL DISTRICT","2019-20",306,52,916246,17620.1153846154,6315495,5399249,17644.6045751634
"150203040000","CROWN POINT CENTRAL SCHOOL DISTRICT","2021-22",319,58,407346,7023.20689655172,6743568,6336222,19862.7648902821
"150203040000","CROWN POINT CSD","2022-23",321,61,464396,7613.04918032787,8372363,7907967,24635.4112149533
"150203040000","CROWN POINT CENTRAL SCHOOL DISTRICT","2023-24",318,58,1427337.09,24609.2601724138,8427611,7000273.91,22013.4399685535
"150203040000","CROWN POINT CSD","2024-25",310,62,1871172,30180.1935483871,9471011.29,7599839.29,24515.6106129032
"150301040000","ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT","2018-19",0,0,1485709,,6876761,5391052,
"150601040000","KEENE CENTRAL SCHOOL DISTRICT","2018-19",163,19,452653,23823.8421052632,5132808,4680155,28712.6073619632
"150601040000","KEENE CENTRAL SCHOOL DISTRICT","2019-20",157,18,411172,22842.8888888889,5414174,5003002,31866.2547770701
"150601040000","KEENE CENTRAL SCHOOL DISTRICT","2020-21",156,20,422006,21100.3,5404330,4982324,31937.9743589744
"150601040000","KEENE CENTRAL SCHOOL DISTRICT","2021-22",163,27,531577,19688.037037037,5733937,5202360,31916.3190184049
"150601040000","KEENE CSD","2022-23",167,25,486201,19448.04,5621153.5,5134952.5,30748.2185628743
"150601040000","KEENE CENTRAL SCHOOL DISTRICT","2023-24",172,27,742565,27502.4074074074,6441831,5699266,33135.2674418605
"150601040000","KEENE CSD","2024-25",170,28,964169,34434.6071428571,7318436,6354267,37378.0411764706
"150801040000","MINERVA CENTRAL SCHOOL DISTRICT","2018-19",99,21,592791,28228.1428571429,4168532,3575741,36118.595959596
"150801040000","MINERVA CENTRAL SCHOOL DISTRICT","2019-20",104,23,606771,26381.347826087,4350764.74,3743993.74,35999.9398076923
"150801040000","MINERVA CENTRAL SCHOOL DISTRICT","2020-21",112,23,676911,29430.9130434783,4755046,4078135,36411.9196428571
"150801040000","MINERVA CENTRAL SCHOOL DISTRICT","2021-22",121,24,704873,29369.7083333333,4641814,3936941,32536.7024793388
"150801040000","MINERVA CSD","2022-23",119,24,801640,33401.6666666667,5194529.61,4392889.61,36915.0387394958
"150801040000","MINERVA CENTRAL SCHOOL DISTRICT","2023-24",101,21,1134680.33,54032.3966666667,5732795.65,4598115.32,45525.8942574257
"150801040000","MINERVA CSD","2024-25",104,21,1234357.34,58778.920952381,6146067.9,4911710.56,47227.9861538462
"150901040000","MORIAH CENTRAL SCHOOL DISTRICT","2018-19",703,175,2872779,16415.88,14212519,11339740,16130.4978662873
"150901040000","MORIAH CENTRAL SCHOOL DISTRICT","2019-20",706,203,2663288,13119.645320197,14329700,11666412,16524.6628895184
"150901040000","MORIAH CENTRAL SCHOOL DISTRICT","2020-21",707,199,2715811,13647.2914572864,14746539,12030728,17016.5884016973
"150901040000","MORIAH CENTRAL SCHOOL DISTRICT","2021-22",689,184,2905600,15791.3043478261,16276397,13370797,19406.091436865
"150901040000","MORIAH CSD","2022-23",700,190,2659099,13995.2578947368,17258974,14599875,20856.9642857143
"150901040000","MORIAH CENTRAL SCHOOL DISTRICT","2023-24",686,223,4157829,18644.9730941704,19622050,15464221,22542.5962099125
"150901040000","MORIAH CSD","2024-25",667,211,4803549,22765.63507109,21054874,16251325,24364.8050974513
"151001040000","NEWCOMB CENTRAL SCHOOL DISTRICT","2018-19",81,9,264261,29362.3333333333,4449582,4185321,51670.6296296296
"151001040000","NEWCOMB CENTRAL SCHOOL DISTRICT","2019-20",70,8,267520,33440,4150335,3882815,55468.7857142857
"151001040000","NEWCOMB CENTRAL SCHOOL DISTRICT","2020-21",74,6,264568,44094.6666666667,4408550,4143982,55999.7567567568
"151001040000","NEWCOMB CENTRAL SCHOOL DISTRICT","2021-22",67,7,238598,34085.4285714286,4535402,4296804,64131.4029850746
"151001040000","NEWCOMB CSD","2024-25",48,5,761706,152341.2,5198775,4437069,92438.9375
"151102040000","LAKE PLACID CENTRAL SCHOOL DISTRICT","2018-19",646,101,1927294.58,19082.1245544554,17843585.97,15916291.39,24638.2219659443
"151102040000","LAKE PLACID CENTRAL SCHOOL DISTRICT","2019-20",569,97,1697377.56,17498.7377319588,15240129.35,13542751.79,23800.9697539543
"151102040000","LAKE PLACID CENTRAL SCHOOL DISTRICT","2020-21",561,94,2066952.12,21988.8523404255,16774938.71,14707986.59,26217.4449019608
"151102040000","LAKE PLACID CENTRAL SCHOOL DISTRICT","2021-22",554,97,2062587,21263.7835051546,17119116,15056529,27177.8501805054
"151102040000","LAKE PLACID CSD","2022-23",538,100,1071683,10716.83,17778840,16707157,31054.1951672862
"151102040000","LAKE PLACID CENTRAL SCHOOL DISTRICT","2023-24",571,101,3728550.26,36916.3392079208,24511838,20783287.74,36398.052084063
"151102040000","LAKE PLACID CSD","2024-25",532,94,3968844,42221.7446808511,21643487,17674643,33223.0131578947
"151401040000","SCHROON LAKE CENTRAL SCHOOL DISTRICT","2018-19",258,33,847411,25679.1212121212,7112413,6265002,24282.9534883721
"151401040000","SCHROON LAKE CENTRAL SCHOOL DISTRICT","2019-20",278,37,765985,20702.2972972973,6985588,6219603,22372.6726618705
"151401040000","SCHROON LAKE CENTRAL SCHOOL DISTRICT","2020-21",208,25,679518,27180.72,6400430,5720912,27504.3846153846
"151401040000","SCHROON LAKE CENTRAL SCHOOL DISTRICT","2021-22",236,33,777202,23551.5757575758,7254672,6477470,27446.906779661
"151401040000","SCHROON LAKE CSD","2022-23",238,35,949302,27122.9142857143,7528504.24,6579202.24,27643.7068907563
"151401040000","SCHROON LAKE CENTRAL SCHOOL DISTRICT","2023-24",233,42,1145172,27266,8195403,7050231,30258.5021459227
"151401040000","SCHROON LAKE CSD","2024-25",227,44,1495850.21,33996.5956818182,8878588.62,7382738.41,32523.0766960352
"151501060000","TICONDEROGA CENTRAL SCHOOL DISTRICT","2018-19",757,158,2171657,13744.664556962,17744377,15572720,20571.6248348745
"151501060000","TICONDEROGA CENTRAL SCHOOL DISTRICT","2019-20",720,150,2576327,17175.5133333333,17144778,14568451,20233.9597222222
"151501060000","TICONDEROGA CENTRAL SCHOOL DISTRICT","2020-21",724,143,2493850,17439.5104895105,16317204,13823354,19093.0303867403
"151501060000","TICONDEROGA CENTRAL SCHOOL DISTRICT","2021-22",713,146,2494407,17084.9794520548,17227409,14733002,20663.396914446
"151501060000","TICONDEROGA CSD","2022-23",719,152,2268356,14923.3947368421,18011140,15742784,21895.388038943
"151501060000","TICONDEROGA CENTRAL SCHOOL DISTRICT","2023-24",748,157,3806546.94,24245.521910828,21038189.53,17231642.59,23036.9553342246
"151501060000","TICONDEROGA CSD","2024-25",721,154,3822724.83,24822.8885064935,21951074.88,18128350.05,25143.3426490985
"151601040000","WESTPORT CENTRAL SCHOOL DISTRICT","2018-19",0,0,838164,,5115547,4277383,
"151701040000","WILLSBORO CENTRAL SCHOOL DISTRICT","2018-19",256,44,1067417,24259.4772727273,7039525.07,5972108.07,23328.5471484375
"151701040000","WILLSBORO CENTRAL SCHOOL DISTRICT","2019-20",243,48,181527,3781.8125,7050560.49,6869033.49,28267.6275308642
"151701040000","WILLSBORO CENTRAL SCHOOL DISTRICT","2020-21",245,47,912165,19407.7659574468,6528996.95,5616831.95,22925.8446938775
"151701040000","WILLSBORO CENTRAL SCHOOL DISTRICT","2021-22",243,50,883317,17666.34,6928081,6044764,24875.5720164609
"151701040000","WILLSBORO CSD","2022-23",251,55,897162,16312.0363636364,7135587.48,6238425.48,24854.2847808765
"151701040000","WILLSBORO CENTRAL SCHOOL DISTRICT","2023-24",261,66,1293344.43,19596.1277272727,8517469.01,7224124.58,27678.6382375479
"151701040000","WILLSBORO CSD","2024-25",246,58,1703787,29375.6379310345,9265981,7562194,30740.6260162602
"151801040000","BOQUET VALLEY CSD","2019-20",440,68,1515045,22280.0735294118,12952943.64,11437898.64,25995.2241818182
"151801040000","BOQUET VALLEY CSD","2020-21",439,68,2378497,34977.8970588235,13147159,10768662,24529.9817767654
"151801040000","BOQUET VALLEY CSD","2021-22",427,73,2506680,34338.0821917808,13797196,11290516,26441.4894613583
"151801040000","BOQUET VALLEY CSD","2022-23",399,70,1667656,23823.6571428571,14347221.79,12679565.79,31778.3603759398
"151801040000","BOQUET VALLEY CSD","2023-24",389,73,2288858,31354.2191780822,15436000,13147142,33797.2802056555
"151801040000","BOQUET VALLEY CSD","2024-25",390,81,0,0,14814580.28,14814580.28,37986.1032820513
"160101060000","TUPPER LAKE CENTRAL SCHOOL DISTRICT","2018-19",761,113,1989805,17608.8938053097,15141789,13151984,17282.5019710907
"160101060000","TUPPER LAKE CENTRAL SCHOOL DISTRICT","2019-20",751,121,2091696,17286.7438016529,15432486,13340790,17764.034620506
"160101060000","TUPPER LAKE CENTRAL SCHOOL DISTRICT","2020-21",742,122,3184895,26105.6967213115,16454791,13269896,17883.9568733154
"160101060000","TUPPER LAKE CENTRAL SCHOOL DISTRICT","2021-22",756,133,2347304,17648.9022556391,18146207,15798903,20898.0198412698
"160101060000","TUPPER LAKE CENTRAL SCHOOL DISTRICT","2023-24",742,149,2145130,14396.8456375839,24589411,22444281,30248.3571428571
"160101060000","TUPPER LAKE CSD","2024-25",730,144,3466237.29,24071.0922916667,20654502,17188264.71,23545.5680958904
"160801040000","CHATEAUGAY CENTRAL SCHOOL DISTRICT","2018-19",512,79,1213572.12,15361.6724050633,10140555.16,8926983.04,17435.51375
